uri,domain,notation,label
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/481,ObservedVariableAtmosphere,481,C7H6O (benzene carbaldehyde)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/482,ObservedVariableAtmosphere,482,C7H8 (toluene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/483,ObservedVariableAtmosphere,483,C8H10 (ethylbenzene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/484,ObservedVariableAtmosphere,484,C8H10 (m-xylene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/485,ObservedVariableAtmosphere,485,C8H10 (o-xylene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/486,ObservedVariableAtmosphere,486,"C8H10 (Sum of p-xylene and m-xylene, 1,3- and 1,4-dimethylbenzene)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/487,ObservedVariableAtmosphere,487,"C9H12 (1,2,4-trimethylbenzene)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/488,ObservedVariableAtmosphere,488,"C9H12 (1,3,5-trimethylbenzene)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/489,ObservedVariableAtmosphere,489,"CH2O (methanal, formaldehyde)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/490,ObservedVariableAtmosphere,490,CH3CH2OH (ethanol)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/491,ObservedVariableAtmosphere,491,"CH3CHO (acetaldehyde, ethanal)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/492,ObservedVariableAtmosphere,492,CH3CN (acetonitrile)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/493,ObservedVariableAtmosphere,493,CH3OH (methanol)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/494,ObservedVariableAtmosphere,494,NMHC
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/495,ObservedVariableAtmosphere,495,c-C4H8 (cis-2-butene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/496,ObservedVariableAtmosphere,496,c-C5H10 (cis-2-pentene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/497,ObservedVariableAtmosphere,497,"i-C4H10 (2-methylpropane, iso-butane)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/498,ObservedVariableAtmosphere,498,"i-C4H8 (2-methylpropene, iso-butene)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/499,ObservedVariableAtmosphere,499,"i-C5H12 (2-methylbutane, iso-pentane)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/500,ObservedVariableAtmosphere,500,"i-C7H16 (2-methylhexane, isoheptane)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/501,ObservedVariableAtmosphere,501,n-C4H10 (n-butane)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/502,ObservedVariableAtmosphere,502,n-C5H12 (n-pentane)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/503,ObservedVariableAtmosphere,503,n-C7H16 (n-heptane)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/504,ObservedVariableAtmosphere,504,t-C4H8 (trans-2-butene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/505,ObservedVariableAtmosphere,505,t-C5H10 (trans-2-pentene)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/506,ObservedVariableAtmosphere,506,Cloud optical depth
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/507,ObservedVariableAtmosphere,507,Optical depth of fog
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/508,ObservedVariableAtmosphere,508,Optical depth within a cloud layer
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/509,ObservedVariableAtmosphere,509,Short-wave cloud reflectance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/521,ObservedVariableAtmosphere,521,Extinction coefficient
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/522,ObservedVariableAtmosphere,522,Hydrometeor radius
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/523,ObservedVariableAtmosphere,523,Hydrometeor type
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/524,ObservedVariableAtmosphere,524,Lithometeor type
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/525,ObservedVariableAtmosphere,525,Meteorological Optical Range
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/526,ObservedVariableAtmosphere,526,Obscuration type
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/529,ObservedVariableAtmosphere,529,Strong acids
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/531,ObservedVariableAtmosphere,531,Cloud base height
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/532,ObservedVariableAtmosphere,532,Cloud top height
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/533,ObservedVariableAtmosphere,533,Height of inversion
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/534,ObservedVariableAtmosphere,534,"C2H3Cl2F (1,1-dichloro-1-fluoroethane, HCFC-141b)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/535,ObservedVariableAtmosphere,535,"C2H3ClF2 (1-chloro-1,1-difluoroethane, HCFC-142b)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/536,ObservedVariableAtmosphere,536,"C2H3F3 (1,1,1-trifluoroethane, HFC-143a)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/537,ObservedVariableAtmosphere,537,"CHClF2 (chlorodifluoromethane, HCFC-22)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/538,ObservedVariableAtmosphere,538,Br- (bromide)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/539,ObservedVariableAtmosphere,539,Cl- (chloride)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/540,ObservedVariableAtmosphere,540,F- (fluoride)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/541,ObservedVariableAtmosphere,541,I- (iodide)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/542,ObservedVariableAtmosphere,542,PO4--- (phosphate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/543,ObservedVariableAtmosphere,543,"SO4= (sulfate), corrected"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/544,ObservedVariableAtmosphere,544,SO4= (sulfate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/545,ObservedVariableAtmosphere,545,Ca++ (calcium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/546,ObservedVariableAtmosphere,546,Mg++ (magnesium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/547,ObservedVariableAtmosphere,547,K+ (potassium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/548,ObservedVariableAtmosphere,548,Na+ (sodium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/550,ObservedVariableAtmosphere,550,Type of cloud
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/551,ObservedVariableAtmosphere,551,Type of high clouds
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/552,ObservedVariableAtmosphere,552,Type of low clouds
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/553,ObservedVariableAtmosphere,553,Type of middle clouds
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/554,ObservedVariableAtmosphere,554,"C2H2F4 (1,1,1,2-tetrafluoroethane, HFC-134a)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/555,ObservedVariableAtmosphere,555,"C2H4F2 (1,1-difluoroethane, HFC-152a)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/556,ObservedVariableAtmosphere,556,"C2HF5 (pentafluoroethane, HFC-125)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/557,ObservedVariableAtmosphere,557,"C3H2F6 (1,1,1,2,3,3-hexafluoropropane, HFC-236ea)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/558,ObservedVariableAtmosphere,558,"C3H3F5 (1,1,1,3,3-Pentafluoropropane, HFC-245fa)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/559,ObservedVariableAtmosphere,559,"C3HF7 (1,1,1,2,3,3,3-Heptafluoropropane, HFC-227ea)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/560,ObservedVariableAtmosphere,560,"C4H5F5 (1,1,1,3,3-pentafluorobutane, HFC-365mfc)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/561,ObservedVariableAtmosphere,561,"CH2F2 (difluoromethane, HFC-32)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/562,ObservedVariableAtmosphere,562,"CHF3 (trifluoromethane, HFC-23)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/565,ObservedVariableAtmosphere,565,Long-wave irradiance (direction unspecified)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/566,ObservedVariableAtmosphere,566,Downward long-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/567,ObservedVariableAtmosphere,567,Upward long-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/568,ObservedVariableAtmosphere,568,NH4+ (ammonium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/569,ObservedVariableAtmosphere,569,NO3- (nitrate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/570,ObservedVariableAtmosphere,570,NO2- (nitrite)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/571,ObservedVariableAtmosphere,571,Diffuse downward short-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/572,ObservedVariableAtmosphere,572,Direct downward short-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/573,ObservedVariableAtmosphere,573,Downward short-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/574,ObservedVariableAtmosphere,574,Upward short-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/576,ObservedVariableAtmosphere,576,CH3COO- (acetate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/577,ObservedVariableAtmosphere,577,HCOO- (formate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/578,ObservedVariableAtmosphere,578,C2H5COO- (propionate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/579,ObservedVariableAtmosphere,579,"Acidity-Alkalinity, TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/589,ObservedVariableAtmosphere,589,"C2Cl2F4 (1,2-dichlorotetrafluoroethane, CFC-114)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/590,ObservedVariableAtmosphere,590,"C2Cl3F3 (1,1,2-trichloro-1,2,2-trifluoroethane, CFC-113)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/591,ObservedVariableAtmosphere,591,"C2ClF5 (1-chloro-1,1,2,2,2-pentafluoroethane, CFC-115)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/592,ObservedVariableAtmosphere,592,"CCl2F2 (dichlorodifluoromethane, CFC-12)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/593,ObservedVariableAtmosphere,593,"CCl3F (trichlorofluoromethane, CFC-11)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/594,ObservedVariableAtmosphere,594,"CCl4 (tetrachloromethane, carbon tetrachloride)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/595,ObservedVariableAtmosphere,595,"CH3CCl3 (1,1,1-trichloroethane, methyl chloroform)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/597,ObservedVariableAtmosphere,597,Al (aluminium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/598,ObservedVariableAtmosphere,598,As (arsenic)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/599,ObservedVariableAtmosphere,599,Cd (cadmium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/600,ObservedVariableAtmosphere,600,Cr (chromium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/601,ObservedVariableAtmosphere,601,Co (cobalt)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/602,ObservedVariableAtmosphere,602,Cu (copper)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/603,ObservedVariableAtmosphere,603,Fe (iron)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/604,ObservedVariableAtmosphere,604,Pb (lead)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/605,ObservedVariableAtmosphere,605,Mn (manganese)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/606,ObservedVariableAtmosphere,606,Hg (mercury)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/607,ObservedVariableAtmosphere,607,Ni (nickel)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/608,ObservedVariableAtmosphere,608,V (vanadium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/609,ObservedVariableAtmosphere,609,Zn (zinc)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/614,ObservedVariableAtmosphere,614,"Cl- (chloride), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/615,ObservedVariableAtmosphere,615,"Cl- (chloride), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/616,ObservedVariableAtmosphere,616,"Cl- (chloride), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/617,ObservedVariableAtmosphere,617,"Cl- (chloride), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/618,ObservedVariableAtmosphere,618,"F- (fluoride), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/619,ObservedVariableAtmosphere,619,"SO4= (sulfate), corrected"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/620,ObservedVariableAtmosphere,620,"SO4= (sulfate), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/621,ObservedVariableAtmosphere,621,"SO4= (sulfate), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/622,ObservedVariableAtmosphere,622,"SO4= (sulfate), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/623,ObservedVariableAtmosphere,623,"Elemental carbon, PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/624,ObservedVariableAtmosphere,624,"Elemental carbon, PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/625,ObservedVariableAtmosphere,625,"Elemental carbon, PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/626,ObservedVariableAtmosphere,626,"Total carbon, PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/632,ObservedVariableAtmosphere,632,"Ca++ (calcium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/633,ObservedVariableAtmosphere,633,"Ca++ (calcium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/634,ObservedVariableAtmosphere,634,"Ca++ (calcium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/635,ObservedVariableAtmosphere,635,"Mg++ (magnesium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/636,ObservedVariableAtmosphere,636,"Mg++ (magnesium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/637,ObservedVariableAtmosphere,637,"Mg++ (magnesium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/638,ObservedVariableAtmosphere,638,"K+ (potassium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/639,ObservedVariableAtmosphere,639,"K+ (potassium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/640,ObservedVariableAtmosphere,640,"K+ (potassium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/641,ObservedVariableAtmosphere,641,"Na+ (sodium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/642,ObservedVariableAtmosphere,642,"Na+ (sodium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/643,ObservedVariableAtmosphere,643,"Na+ (sodium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/644,ObservedVariableAtmosphere,644,"NH3 (ammonia), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/645,ObservedVariableAtmosphere,645,"NH4+ (ammonium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/646,ObservedVariableAtmosphere,646,"NH4+ (ammonium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/647,ObservedVariableAtmosphere,647,"NH4+ (ammonium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/648,ObservedVariableAtmosphere,648,"NH4NO4 (ammonium nitrate), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/649,ObservedVariableAtmosphere,649,"NH4NO3 (ammonium nitrate), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/650,ObservedVariableAtmosphere,650,"NO3- (nitrate), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/651,ObservedVariableAtmosphere,651,"NO3- (nitrate), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/652,ObservedVariableAtmosphere,652,"NO3- (nitrate), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/653,ObservedVariableAtmosphere,653,"NO2- (nitrite), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/654,ObservedVariableAtmosphere,654,Sum of NH3 (ammonia) and NH4+ (ammonium)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/655,ObservedVariableAtmosphere,655,Sum of HNO3 (nitric acid) and NO3- (nitrate)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/656,ObservedVariableAtmosphere,656,Major chemical components
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/657,ObservedVariableAtmosphere,657,"Major inorganic components, TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/658,ObservedVariableAtmosphere,658,"Major inorganic components, coarse"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/659,ObservedVariableAtmosphere,659,"Major inorganic components, fine"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/660,ObservedVariableAtmosphere,660,"Other chemical components, coarse"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/661,ObservedVariableAtmosphere,661,"Other chemical components, fine"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/662,ObservedVariableAtmosphere,662,"C2H3O2- (CH3COO-, acetate), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/663,ObservedVariableAtmosphere,663,"C2H3O2- (CH3COO-, acetate)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/664,ObservedVariableAtmosphere,664,"C2O4= (oxalate, ethanedioate), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/665,ObservedVariableAtmosphere,665,"C2O4= (oxalate, ethanedioate), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/666,ObservedVariableAtmosphere,666,"C2O4= (oxalate, ethanedioate), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/667,ObservedVariableAtmosphere,667,"CH3O3S- (methanesulfonate), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/668,ObservedVariableAtmosphere,668,"CH3O3S- (methanesulfonate), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/669,ObservedVariableAtmosphere,669,"CHO2- (HCOO-, formate)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/670,ObservedVariableAtmosphere,670,"Carbonaceous-organic material, PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/671,ObservedVariableAtmosphere,671,"Carbonaceous-organic material, fine"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/672,ObservedVariableAtmosphere,672,"Ti (titanium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/673,ObservedVariableAtmosphere,673,"Al (aluminium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/674,ObservedVariableAtmosphere,674,"Al (aluminium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/675,ObservedVariableAtmosphere,675,"Sb (antimony), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/676,ObservedVariableAtmosphere,676,"Sb (antimony), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/677,ObservedVariableAtmosphere,677,"As (arsenic), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/678,ObservedVariableAtmosphere,678,"As (arsenic), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/679,ObservedVariableAtmosphere,679,"Ba (barium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/680,ObservedVariableAtmosphere,680,"Ba (barium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/681,ObservedVariableAtmosphere,681,"Bi (bismuth), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/682,ObservedVariableAtmosphere,682,"Bi (bismuth), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/683,ObservedVariableAtmosphere,683,"Cd (cadmium), PM1"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/684,ObservedVariableAtmosphere,684,"Cd (cadmium), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/685,ObservedVariableAtmosphere,685,"Cd (cadmium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/686,ObservedVariableAtmosphere,686,"Cd (cadmium), PM2.5 - PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/687,ObservedVariableAtmosphere,687,"Cd (cadmium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/688,ObservedVariableAtmosphere,688,"Ce (cerium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/689,ObservedVariableAtmosphere,689,"Ce (cerium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/690,ObservedVariableAtmosphere,690,"Cr (chromium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/691,ObservedVariableAtmosphere,691,"Co (cobalt), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/692,ObservedVariableAtmosphere,692,"Cu (copper), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/693,ObservedVariableAtmosphere,693,"Cu (copper), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/694,ObservedVariableAtmosphere,694,"Fe (iron), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/695,ObservedVariableAtmosphere,695,"La (lanthanum), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/696,ObservedVariableAtmosphere,696,"La (lanthanum), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/697,ObservedVariableAtmosphere,697,"Pb (lead), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/698,ObservedVariableAtmosphere,698,"Pb (lead), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/699,ObservedVariableAtmosphere,699,"Li (lithium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/700,ObservedVariableAtmosphere,700,"Li (lithium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/701,ObservedVariableAtmosphere,701,"Mn (manganese), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/702,ObservedVariableAtmosphere,702,"Mn (manganese), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/703,ObservedVariableAtmosphere,703,"Hg (mercury), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/704,ObservedVariableAtmosphere,704,"Ni (nickel), PM10"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/705,ObservedVariableAtmosphere,705,"Ni (nickel), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/706,ObservedVariableAtmosphere,706,"P (phosphorous), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/707,ObservedVariableAtmosphere,707,"P (phosphorous), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/708,ObservedVariableAtmosphere,708,"Rb (rubidium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/709,ObservedVariableAtmosphere,709,"Rb (rubidium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/710,ObservedVariableAtmosphere,710,"Se (selenium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/711,ObservedVariableAtmosphere,711,"Sr (strontium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/712,ObservedVariableAtmosphere,712,"Sr (strontium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/713,ObservedVariableAtmosphere,713,"Tl (thallium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/714,ObservedVariableAtmosphere,714,"Tl (thallium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/715,ObservedVariableAtmosphere,715,"Th (thorium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/716,ObservedVariableAtmosphere,716,"Th (thorium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/717,ObservedVariableAtmosphere,717,"Sn (tin), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/718,ObservedVariableAtmosphere,718,"Sn (tin), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/719,ObservedVariableAtmosphere,719,"U (uranium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/720,ObservedVariableAtmosphere,720,"U (uranium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/721,ObservedVariableAtmosphere,721,"V (vanadium), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/722,ObservedVariableAtmosphere,722,"V (vanadium), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/723,ObservedVariableAtmosphere,723,"Zn (zinc), PM2.5"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/724,ObservedVariableAtmosphere,724,"Zn (zinc), TSP"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/727,ObservedVariableAtmosphere,727,Dust mass concentration
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/728,ObservedVariableAtmosphere,728,Volcanic ash particle mass concentration
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/729,ObservedVariableAtmosphere,729,Aerosol volcanic ash (Total column)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12001,ObservedVariableAtmosphere,12001,Total lightning density
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12002,ObservedVariableAtmosphere,12002,Lightning density cloud-to-ground
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12005,ObservedVariableAtmosphere,12005,Horizontal wind direction at specified distance from reference surface
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12006,ObservedVariableAtmosphere,12006,Horizontal wind speed at specified distance from reference surface
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12016,ObservedVariableAtmosphere,12016,"Cl3CCF3 (1,1,1-trichloro-2,2,2-trifluoroethane, CFC-113a)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12017,ObservedVariableAtmosphere,12017,"CBr2F2 (dibromodifluoromethane, Halon 1202)"
